Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split3/faster_rcnn_R_101_FPN_ETF_distill3_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/19 12:33:01 detectron2]: Rank of current process: 0. World size: 2
[11/19 12:33:01 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split3/faster_rcnn_R_101_FPN_ETF_distill3_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/19 12:33:01 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split3/faster_rcnn_R_101_FPN_ETF_distill3_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre3_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre3_10shot_lr20_adj7.0_rfs1.0_t1/model_final.pth"
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.003  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 1e-3
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "/root/autodl-tmp/checkpoints/voc/distill/t1"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000
[11/19 12:33:01 detectron2]: Full config saved to /root/autodl-tmp/ETFRes_distill3_10shot_lr1_t1/config.yaml
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre3_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth
[11/19 12:33:02 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/19 12:33:02 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['boat', 'cat', 'motorbike', 'sheep', 'sofa']
[11/19 12:33:03 d2.data.build]: Removed 2233 images with no usable annotations. 14368 images left.
[11/19 12:33:04 d2.data.build]: Distribution of instances among all 20 categories:
|  category   | #instances   |  category  | #instances   |  category   | #instances   |
|:-----------:|:-------------|:----------:|:-------------|:-----------:|:-------------|
|  aeroplane  | 1285         |  bicycle   | 1208         |    bird     | 1820         |
|   bottle    | 2116         |    bus     | 909          |     car     | 4008         |
|    chair    | 4338         |    cow     | 1058         | diningtable | 1057         |
|     dog     | 2079         |   horse    | 1156         |   person    | 15576        |
| pottedplant | 1724         |   train    | 984          |  tvmonitor  | 1193         |
|    boat     | 10           |    cat     | 10           |  motorbike  | 10           |
|    sheep    | 10           |    sofa    | 10           |             |              |
|    total    | 40561        |            |              |             |              |
[11/19 12:33:04 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/19 12:33:04 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/19 12:33:04 d2.data.common]: Serializing 14368 elements to byte tensors and concatenating them all ...
[11/19 12:33:04 d2.data.common]: Serialized dataset takes 6.54 MiB
[11/19 12:33:04 fvcore.common.checkpoint]: [Checkpointer] Loading from /root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre3_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth ...
[11/19 12:33:05 d2.engine.train_loop]: Starting training from iteration 1
Logging modification for finetuning
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre3_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['boat', 'cat', 'motorbike', 'sheep', 'sofa']
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/19 12:33:42 d2.utils.events]:  eta: 4:13:08  iter: 19  total_loss: 7.381  loss_cls: 0.03271  loss_box_reg: 0.1204  loss_rpn_cls: 0.003444  loss_rpn_loc: 0.01415  contrastive_loss: 7.204  time: 0.7831  data_time: 0.4104  lr: 9.091e-05  max_mem: 12321M
[11/19 12:38:02 d2.utils.events]:  eta: 4:09:04  iter: 359  total_loss: 0.3642  loss_cls: 0.0443  loss_box_reg: 0.1113  loss_rpn_cls: 0.006316  loss_rpn_loc: 0.01334  contrastive_loss: 0.1765  time: 0.7642  data_time: 0.0263  lr: 0.001  max_mem: 12852M
[11/19 12:38:17 d2.utils.events]:  eta: 4:08:49  iter: 379  total_loss: 0.3646  loss_cls: 0.04702  loss_box_reg: 0.1357  loss_rpn_cls: 0.006826  loss_rpn_loc: 0.01701  contrastive_loss: 0.1692  time: 0.7637  data_time: 0.0273  lr: 0.001  max_mem: 12852M
[11/19 12:38:32 d2.utils.events]:  eta: 4:08:34  iter: 399  total_loss: 0.3693  loss_cls: 0.04624  loss_box_reg: 0.1169  loss_rpn_cls: 0.004438  loss_rpn_loc: 0.01399  contrastive_loss: 0.1506  time: 0.7630  data_time: 0.0289  lr: 0.001  max_mem: 12852M
[11/19 12:38:48 d2.utils.events]:  eta: 4:08:27  iter: 419  total_loss: 0.3358  loss_cls: 0.04126  loss_box_reg: 0.113  loss_rpn_cls: 0.004391  loss_rpn_loc: 0.01364  contrastive_loss: 0.1667  time: 0.7638  data_time: 0.0253  lr: 0.001  max_mem: 12852M
[11/19 12:39:03 d2.utils.events]:  eta: 4:08:01  iter: 439  total_loss: 0.3793  loss_cls: 0.04712  loss_box_reg: 0.1265  loss_rpn_cls: 0.004825  loss_rpn_loc: 0.01298  contrastive_loss: 0.1655  time: 0.7630  data_time: 0.0306  lr: 0.001  max_mem: 12852M
[11/19 12:39:18 d2.utils.events]:  eta: 4:07:55  iter: 459  total_loss: 0.3406  loss_cls: 0.04566  loss_box_reg: 0.1278  loss_rpn_cls: 0.004905  loss_rpn_loc: 0.01676  contrastive_loss: 0.1454  time: 0.7640  data_time: 0.0265  lr: 0.001  max_mem: 12852M
[11/19 12:39:34 d2.utils.events]:  eta: 4:07:40  iter: 479  total_loss: 0.3342  loss_cls: 0.03941  loss_box_reg: 0.1177  loss_rpn_cls: 0.005092  loss_rpn_loc: 0.01692  contrastive_loss: 0.1238  time: 0.7640  data_time: 0.0270  lr: 0.001  max_mem: 12852M
[11/19 12:39:48 d2.utils.events]:  eta: 4:07:04  iter: 499  total_loss: 0.3286  loss_cls: 0.04543  loss_box_reg: 0.1311  loss_rpn_cls: 0.006053  loss_rpn_loc: 0.01596  contrastive_loss: 0.1283  time: 0.7632  data_time: 0.0291  lr: 0.001  max_mem: 12852M
[11/19 12:40:03 d2.utils.events]:  eta: 4:06:48  iter: 519  total_loss: 0.3246  loss_cls: 0.04265  loss_box_reg: 0.1289  loss_rpn_cls: 0.005575  loss_rpn_loc: 0.01413  contrastive_loss: 0.1322  time: 0.7624  data_time: 0.0251  lr: 0.001  max_mem: 12852M
[11/19 12:40:18 d2.utils.events]:  eta: 4:06:32  iter: 539  total_loss: 0.2974  loss_cls: 0.0429  loss_box_reg: 0.1216  loss_rpn_cls: 0.004607  loss_rpn_loc: 0.0156  contrastive_loss: 0.113  time: 0.7623  data_time: 0.0259  lr: 0.001  max_mem: 12852M
[11/19 12:40:33 d2.utils.events]:  eta: 4:06:29  iter: 559  total_loss: 0.2798  loss_cls: 0.03906  loss_box_reg: 0.1177  loss_rpn_cls: 0.003972  loss_rpn_loc: 0.01461  contrastive_loss: 0.09374  time: 0.7618  data_time: 0.0264  lr: 0.001  max_mem: 12852M
[11/19 12:40:49 d2.utils.events]:  eta: 4:06:14  iter: 579  total_loss: 0.2811  loss_cls: 0.04006  loss_box_reg: 0.1135  loss_rpn_cls: 0.003805  loss_rpn_loc: 0.01365  contrastive_loss: 0.1009  time: 0.7628  data_time: 0.0272  lr: 0.001  max_mem: 12852M
[11/19 12:41:06 d2.utils.events]:  eta: 4:06:02  iter: 599  total_loss: 0.2971  loss_cls: 0.04385  loss_box_reg: 0.1287  loss_rpn_cls: 0.004843  loss_rpn_loc: 0.01711  contrastive_loss: 0.09971  time: 0.7647  data_time: 0.0247  lr: 0.001  max_mem: 12852M
[11/19 12:41:22 d2.utils.events]:  eta: 4:05:55  iter: 619  total_loss: 0.2871  loss_cls: 0.04116  loss_box_reg: 0.1208  loss_rpn_cls: 0.004058  loss_rpn_loc: 0.01475  contrastive_loss: 0.09147  time: 0.7656  data_time: 0.0257  lr: 0.001  max_mem: 12852M
[11/19 12:41:37 d2.utils.events]:  eta: 4:05:31  iter: 639  total_loss: 0.3342  loss_cls: 0.05143  loss_box_reg: 0.1496  loss_rpn_cls: 0.006538  loss_rpn_loc: 0.02102  contrastive_loss: 0.1051  time: 0.7652  data_time: 0.0232  lr: 0.001  max_mem: 12852M
[11/19 12:41:52 d2.utils.events]:  eta: 4:05:16  iter: 659  total_loss: 0.317  loss_cls: 0.04728  loss_box_reg: 0.1345  loss_rpn_cls: 0.004956  loss_rpn_loc: 0.01599  contrastive_loss: 0.09856  time: 0.7648  data_time: 0.0257  lr: 0.001  max_mem: 12852M
[11/19 12:42:07 d2.utils.events]:  eta: 4:05:01  iter: 679  total_loss: 0.2957  loss_cls: 0.04274  loss_box_reg: 0.1292  loss_rpn_cls: 0.005735  loss_rpn_loc: 0.0173  contrastive_loss: 0.1013  time: 0.7650  data_time: 0.0250  lr: 0.001  max_mem: 12852M
[11/19 12:42:22 d2.utils.events]:  eta: 4:04:31  iter: 699  total_loss: 0.2774  loss_cls: 0.04101  loss_box_reg: 0.1261  loss_rpn_cls: 0.0049  loss_rpn_loc: 0.01373  contrastive_loss: 0.09038  time: 0.7648  data_time: 0.0235  lr: 0.001  max_mem: 12852M
[11/19 12:42:37 d2.utils.events]:  eta: 4:03:57  iter: 719  total_loss: 0.272  loss_cls: 0.03937  loss_box_reg: 0.1129  loss_rpn_cls: 0.004827  loss_rpn_loc: 0.01447  contrastive_loss: 0.09395  time: 0.7644  data_time: 0.0227  lr: 0.001  max_mem: 12852M
[11/19 12:42:52 d2.utils.events]:  eta: 4:03:18  iter: 739  total_loss: 0.2763  loss_cls: 0.0408  loss_box_reg: 0.1259  loss_rpn_cls: 0.007011  loss_rpn_loc: 0.01514  contrastive_loss: 0.08476  time: 0.7639  data_time: 0.0234  lr: 0.001  max_mem: 12852M
[11/19 12:43:07 d2.utils.events]:  eta: 4:02:48  iter: 759  total_loss: 0.277  loss_cls: 0.0434  loss_box_reg: 0.12  loss_rpn_cls: 0.005802  loss_rpn_loc: 0.01518  contrastive_loss: 0.08936  time: 0.7631  data_time: 0.0249  lr: 0.001  max_mem: 12852M
[11/19 12:43:23 d2.utils.events]:  eta: 4:02:47  iter: 779  total_loss: 0.269  loss_cls: 0.03942  loss_box_reg: 0.1146  loss_rpn_cls: 0.005971  loss_rpn_loc: 0.01514  contrastive_loss: 0.08715  time: 0.7639  data_time: 0.0240  lr: 0.001  max_mem: 12852M
[11/19 12:43:38 d2.utils.events]:  eta: 4:02:32  iter: 799  total_loss: 0.309  loss_cls: 0.04359  loss_box_reg: 0.1256  loss_rpn_cls: 0.00606  loss_rpn_loc: 0.01883  contrastive_loss: 0.0899  time: 0.7636  data_time: 0.0282  lr: 0.001  max_mem: 12852M
[11/19 12:43:52 d2.utils.events]:  eta: 4:01:58  iter: 819  total_loss: 0.2884  loss_cls: 0.04425  loss_box_reg: 0.1413  loss_rpn_cls: 0.006121  loss_rpn_loc: 0.01654  contrastive_loss: 0.07944  time: 0.7629  data_time: 0.0259  lr: 0.001  max_mem: 12852M
[11/19 12:44:07 d2.utils.events]:  eta: 4:01:38  iter: 839  total_loss: 0.2623  loss_cls: 0.04266  loss_box_reg: 0.1269  loss_rpn_cls: 0.004961  loss_rpn_loc: 0.01231  contrastive_loss: 0.07853  time: 0.7623  data_time: 0.0245  lr: 0.001  max_mem: 12852M
[11/19 12:44:22 d2.utils.events]:  eta: 4:01:16  iter: 859  total_loss: 0.2547  loss_cls: 0.03975  loss_box_reg: 0.1183  loss_rpn_cls: 0.004105  loss_rpn_loc: 0.0131  contrastive_loss: 0.07746  time: 0.7618  data_time: 0.0217  lr: 0.001  max_mem: 12852M
[11/19 12:44:37 d2.utils.events]:  eta: 4:00:58  iter: 879  total_loss: 0.2566  loss_cls: 0.03699  loss_box_reg: 0.1192  loss_rpn_cls: 0.00474  loss_rpn_loc: 0.01441  contrastive_loss: 0.07978  time: 0.7618  data_time: 0.0251  lr: 0.001  max_mem: 12852M
[11/19 12:44:52 d2.utils.events]:  eta: 4:00:43  iter: 899  total_loss: 0.2778  loss_cls: 0.04325  loss_box_reg: 0.1269  loss_rpn_cls: 0.006712  loss_rpn_loc: 0.01642  contrastive_loss: 0.07115  time: 0.7614  data_time: 0.0244  lr: 0.001  max_mem: 12852M
[11/19 12:45:07 d2.utils.events]:  eta: 4:00:28  iter: 919  total_loss: 0.2808  loss_cls: 0.04341  loss_box_reg: 0.1346  loss_rpn_cls: 0.00458  loss_rpn_loc: 0.01676  contrastive_loss: 0.06149  time: 0.7610  data_time: 0.0278  lr: 0.001  max_mem: 12852M
[11/19 12:45:23 d2.utils.events]:  eta: 4:00:16  iter: 939  total_loss: 0.2584  loss_cls: 0.03939  loss_box_reg: 0.1146  loss_rpn_cls: 0.005139  loss_rpn_loc: 0.0146  contrastive_loss: 0.06472  time: 0.7612  data_time: 0.0269  lr: 0.001  max_mem: 12852M
[11/19 12:45:38 d2.utils.events]:  eta: 3:59:58  iter: 959  total_loss: 0.2485  loss_cls: 0.04013  loss_box_reg: 0.126  loss_rpn_cls: 0.004808  loss_rpn_loc: 0.01412  contrastive_loss: 0.06581  time: 0.7610  data_time: 0.0257  lr: 0.001  max_mem: 12852M
[11/19 12:45:53 d2.utils.events]:  eta: 3:59:35  iter: 979  total_loss: 0.2485  loss_cls: 0.03851  loss_box_reg: 0.1227  loss_rpn_cls: 0.004711  loss_rpn_loc: 0.01441  contrastive_loss: 0.06506  time: 0.7608  data_time: 0.0292  lr: 0.001  max_mem: 12852M
[11/19 12:46:08 d2.utils.events]:  eta: 3:59:19  iter: 999  total_loss: 0.2491  loss_cls: 0.0388  loss_box_reg: 0.1252  loss_rpn_cls: 0.00461  loss_rpn_loc: 0.01749  contrastive_loss: 0.06003  time: 0.7606  data_time: 0.0268  lr: 0.001  max_mem: 12852M
[11/19 12:46:24 d2.utils.events]:  eta: 3:58:45  iter: 1019  total_loss: 0.5015  loss_cls: 0.03963  loss_box_reg: 0.1228  loss_rpn_cls: 0.004212  loss_rpn_loc: 0.01291  contrastive_loss: 0.305  time: 0.7620  data_time: 0.0279  lr: 0.001  max_mem: 12934M
[11/19 12:46:40 d2.utils.events]:  eta: 3:58:55  iter: 1039  total_loss: 0.4263  loss_cls: 0.0422  loss_box_reg: 0.1183  loss_rpn_cls: 0.006675  loss_rpn_loc: 0.01387  contrastive_loss: 0.2103  time: 0.7620  data_time: 0.0266  lr: 0.001  max_mem: 12937M
[11/19 12:46:56 d2.utils.events]:  eta: 3:58:54  iter: 1059  total_loss: 0.3302  loss_cls: 0.037  loss_box_reg: 0.1161  loss_rpn_cls: 0.01437  loss_rpn_loc: 0.01368  contrastive_loss: 0.1308  time: 0.7628  data_time: 0.0260  lr: 0.001  max_mem: 12937M
[11/19 12:47:11 d2.utils.events]:  eta: 3:58:40  iter: 1079  total_loss: 0.2752  loss_cls: 0.03766  loss_box_reg: 0.1053  loss_rpn_cls: 0.005318  loss_rpn_loc: 0.01453  contrastive_loss: 0.09702  time: 0.7625  data_time: 0.0253  lr: 0.001  max_mem: 12937M
[11/19 12:47:26 d2.utils.events]:  eta: 3:58:25  iter: 1099  total_loss: 0.2683  loss_cls: 0.03593  loss_box_reg: 0.1054  loss_rpn_cls: 0.005265  loss_rpn_loc: 0.0156  contrastive_loss: 0.0941  time: 0.7631  data_time: 0.0253  lr: 0.001  max_mem: 12937M
[11/19 12:47:42 d2.utils.events]:  eta: 3:58:08  iter: 1119  total_loss: 0.3048  loss_cls: 0.04269  loss_box_reg: 0.1389  loss_rpn_cls: 0.005389  loss_rpn_loc: 0.01679  contrastive_loss: 0.09098  time: 0.7637  data_time: 0.0274  lr: 0.001  max_mem: 12937M
[11/19 12:47:57 d2.utils.events]:  eta: 3:57:52  iter: 1139  total_loss: 0.2726  loss_cls: 0.03929  loss_box_reg: 0.1292  loss_rpn_cls: 0.004311  loss_rpn_loc: 0.01682  contrastive_loss: 0.09123  time: 0.7636  data_time: 0.0256  lr: 0.001  max_mem: 12937M
